-0.4499999, -0.4499999, -0.4499999
-0.4499999, -0.4499999, -0.3499999
-0.4499999, -0.4499999, -0.2499999
-0.4499999, -0.4499999, -0.1499999
-0.4499999, -0.4499999, -0.04999995
-0.4499999, -0.4499999, 0.05000005
-0.4499999, -0.4499999, 0.15
-0.4499999, -0.4499999, 0.2500001
-0.4499999, -0.4499999, 0.35
-0.4499999, -0.4499999, 0.4499999
-0.4499999, -0.3499998, -0.4499999
-0.4499999, -0.3499998, -0.3499999
-0.4499999, -0.3499998, -0.2499999
-0.4499999, -0.3499998, -0.1499999
-0.4499999, -0.3499998, -0.04999995
-0.4499999, -0.3499998, 0.05000005
-0.4499999, -0.3499998, 0.15
-0.4499999, -0.3499998, 0.2500001
-0.4499999, -0.3499998, 0.35
-0.4499999, -0.3499998, 0.4499999
-0.4499999, -0.2499999, -0.4499999
-0.4499999, -0.2499999, -0.3499999
-0.4499999, -0.2499999, -0.2499999
-0.4499999, -0.2499999, -0.1499999
-0.4499999, -0.2499999, -0.04999995
-0.4499999, -0.2499999, 0.05000005
-0.4499999, -0.2499999, 0.15
-0.4499999, -0.2499999, 0.2500001
-0.4499999, -0.2499999, 0.35
-0.4499999, -0.2499999, 0.4499999
-0.4499999, -0.15, -0.4499999
-0.4499999, -0.15, -0.3499999
-0.4499999, -0.15, -0.2499999
-0.4499999, -0.15, -0.1499999
-0.4499999, -0.15, -0.04999995
-0.4499999, -0.15, 0.05000005
-0.4499999, -0.15, 0.15
-0.4499999, -0.15, 0.2500001
-0.4499999, -0.15, 0.35
-0.4499999, -0.15, 0.4499999
-0.4499999, -0.04999995, -0.4499999
-0.4499999, -0.04999995, -0.3499999
-0.4499999, -0.04999995, -0.2499999
-0.4499999, -0.04999995, -0.1499999
-0.4499999, -0.04999995, -0.04999995
-0.4499999, -0.04999995, 0.05000005
-0.4499999, -0.04999995, 0.15
-0.4499999, -0.04999995, 0.2500001
-0.4499999, -0.04999995, 0.35
-0.4499999, -0.04999995, 0.4499999
-0.4499999, 0.05000015, -0.4499999
-0.4499999, 0.05000015, -0.3499999
-0.4499999, 0.05000015, -0.2499999
-0.4499999, 0.05000015, -0.1499999
-0.4499999, 0.05000015, -0.04999995
-0.4499999, 0.05000015, 0.05000005
-0.4499999, 0.05000015, 0.15
-0.4499999, 0.05000015, 0.2500001
-0.4499999, 0.05000015, 0.35
-0.4499999, 0.05000015, 0.4499999
-0.4499999, 0.15, -0.4499999
-0.4499999, 0.15, -0.3499999
-0.4499999, 0.15, -0.2499999
-0.4499999, 0.15, -0.1499999
