-0.2, -0.2, -0.2
-0.2, -0.2, -0.09999996
-0.2, -0.2, 0
-0.2, -0.2, 0.1
-0.2, -0.09999996, -0.2
-0.2, -0.09999996, -0.09999996
-0.2, -0.09999996, 0
-0.2, -0.09999996, 0.1
-0.2, 0, -0.2
-0.2, 0, -0.09999996
-0.2, 0, 0
-0.2, 0, 0.1
-0.2, 0, 0.2
-0.2, 0.09999996, -0.2
-0.2, 0.09999996, -0.09999996
-0.2, 0.09999996, 0
-0.2, 0.09999996, 0.1
-0.2, 0.09999996, 0.2
-0.2, 0.2, -0.2
-0.2, 0.2, -0.09999996
-0.2, 0.2, 0
-0.2, 0.2, 0.1
-0.2, 0.2, 0.2
-0.1, -0.2, -0.2
-0.1, -0.2, -0.09999996
-0.1, -0.2, 0
-0.1, -0.2, 0.1
-0.1, -0.2, 0.2
-0.1, -0.09999996, -0.2
-0.1, -0.09999996, -0.09999996
-0.1, -0.09999996, 0
-0.1, -0.09999996, 0.1
-0.1, -0.09999996, 0.2
-0.1, 0, -0.2
-0.1, 0, -0.09999996
-0.1, 0, 0
-0.1, 0, 0.1
-0.1, 0, 0.2
-0.1, 0.09999996, -0.2
-0.1, 0.09999996, -0.09999996
-0.1, 0.09999996, 0
-0.1, 0.09999996, 0.1
-0.1, 0.09999996, 0.2
-0.1, 0.2, -0.2
-0.1, 0.2, -0.09999996
-0.1, 0.2, 0
-0.1, 0.2, 0.1
-0.1, 0.2, 0.2
0, -0.2, -0.2
0, -0.2, -0.09999996
0, -0.2, 0
0, -0.2, 0.1
0, -0.2, 0.2
0, -0.09999996, -0.2
0, -0.09999996, -0.09999996
0, -0.09999996, 0
0, -0.09999996, 0.1
0, -0.09999996, 0.2
0, 0, -0.2
0, 0, -0.09999996
0, 0, 0
0, 0, 0.1
0, 0, 0.2
0, 0.09999996, -0.2
0, 0.09999996, -0.09999996
0, 0.09999996, 0
0, 0.09999996, 0.1
0, 0.09999996, 0.2
0, 0.2, -0.2
0, 0.2, -0.09999996
0, 0.2, 0
0, 0.2, 0.1
0, 0.2, 0.2
0.1, -0.2, -0.2
0.1, -0.2, -0.09999996
0.1, -0.2, 0
0.1, -0.2, 0.1
0.1, -0.2, 0.2
0.1, -0.09999996, -0.2
0.1, -0.09999996, -0.09999996
0.1, -0.09999996, 0
0.1, -0.09999996, 0.1
0.1, -0.09999996, 0.2
0.1, 0, -0.2
0.1, 0, -0.09999996
0.1, 0, 0
0.1, 0, 0.1
0.1, 0, 0.2
0.1, 0.09999996, -0.2
0.1, 0.09999996, -0.09999996
0.1, 0.09999996, 0
0.1, 0.09999996, 0.1
0.1, 0.09999996, 0.2
0.1, 0.2, -0.2
0.1, 0.2, -0.09999996
0.1, 0.2, 0
0.1, 0.2, 0.1
0.1, 0.2, 0.2
0.1999999, -0.2, -0.2
0.1999999, -0.2, -0.09999996
0.1999999, -0.2, 0
0.1999999, -0.2, 0.1
0.1999999, -0.2, 0.2
0.1999999, -0.09999996, -0.2
0.1999999, -0.09999996, -0.09999996
0.1999999, -0.09999996, 0
0.1999999, -0.09999996, 0.1
0.1999999, -0.09999996, 0.2
0.1999999, 0, -0.2
0.1999999, 0, -0.09999996
0.1999999, 0, 0
0.1999999, 0, 0.1
0.1999999, 0, 0.2
0.1999999, 0.09999996, -0.2
0.1999999, 0.09999996, -0.09999996
0.1999999, 0.09999996, 0
0.1999999, 0.09999996, 0.1
0.1999999, 0.09999996, 0.2
0.1999999, 0.2, -0.2
0.1999999, 0.2, -0.09999996
0.1999999, 0.2, 0
0.1999999, 0.2, 0.1
0.1999999, 0.2, 0.2
